"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"URBE-REVISTA BRASILEIRA DE GESTAO URBANA","2175-3369","2175-3369","PONTIFICIA UNIV CATOLICA PARANA-PUCPR","RUA IMACULADA CONCEICAO, 1155 PREDIO ADMINISTRACAO 6 ANDAR, CURITIBA, BRAZIL, 80215-901 PR","English, French, Portuguese, Spanish","Urban Studies"
"URDIMENTO-REVISTA DE ESTUDOS EM ARTES CENICAS","1414-5731","2358-6958","UNIV ESTADO SANTA CATARINA-UDESC","RUA VISCONDE OURO PRETO 457, CENTRO, FLORIANOPOLIS, BRAZIL, SC 88020-04","Portuguese","Theater"
"UROLOGIA JOURNAL","0391-5603","1724-6075","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","English","Urology & Nephrology"
"UROLOGICAL SCIENCE","1879-5226","1879-5234","WOLTERS KLUWER MEDKNOW PUBLICATIONS","WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, India, Maharashtra, 400059","English","Urology & Nephrology"
"UROLOGY ANNALS","0974-7796","0974-7834","WOLTERS KLUWER MEDKNOW PUBLICATIONS","WOLTERS KLUWER INDIA PVT LTD , A-202, 2ND FLR, QUBE, C T S  NO 1498A-2 VILLAGE MAROL, ANDHERI EAST, MUMBAI, India, Maharashtra, 400059","English","Urology & Nephrology"
"UROLOGY CASE REPORTS","","2214-4420","ELSEVIER SCIENCE INC","STE 800, 230 PARK AVE, NEW YORK, USA, NY, 10169","English","Urology & Nephrology"
"UROLOGY PRACTICE","2352-0779","2352-0787","LIPPINCOTT WILLIAMS & WILKINS","TWO COMMERCE SQ, 2001 MARKET ST, PHILADELPHIA, USA, PA, 19103","English","Urology & Nephrology"
"UROLOGY RESEARCH AND PRACTICE","","2980-1478","AVES","BUYUKDERE CAD 105-9, MECIDIYEKOY, SISLI, TURKEY, ISTANBUL, 34394","","Urology & Nephrology"
"UROONKOLOJI BULTENI-BULLETIN OF UROONCOLOGY","2147-2270","2147-2270","GALENOS PUBL HOUSE","Kacamak Sokak 21/1, ISTANBUL, Turkey, Findikzade, 34093","English, Turkish","Oncology"
"URVIO-REVISTA LATINOAMERICANA DE ESTUDIOS DE SEGURIDAD","1390-3691","1390-4299","FLACSO-ECUADOR","CALLE PRADERA E7-174 & DIEGO ALMAGRO, QUITO, ECUADOR, 00000","Spanish","Political Science"
"US CATHOLIC HISTORIAN","0735-8318","1947-8224","CATHOLIC UNIV AMER PRESS","620 MICHIGAN AVENUE NE ADMIN BLDG ROOM 303, WASHINGTON, USA, DC, 20064","English","Religion"
"USPEKHI FIZIKI METALLOV-PROGRESS IN PHYSICS OF METALS","1608-1021","2617-0795","G V KURDYUMOV INST METAL PHYSICS NAS UKRAINE","BULVAR AKAD VERNADSKOGO 36, KYIV, UKRAINE, 03142","English, Russian, Ukrainian","Materials Science, Multidisciplinary | Metallurgy & Metallurgical Engineering"
"US PHARMACIST","0148-4818","2331-3501","JOBSON PUBLISHING LLC","100 AVE OF THE AMERICAS, NEW YORK, USA, NY, 10013-1678","English","Pharmacology & Pharmacy"
"UTRECHT JOURNAL OF INTERNATIONAL AND EUROPEAN LAW","","2053-5341","UBIQUITY PRESS LTD","Unit 3.22, East London Works, 65-75 Whitechapel Road, LONDON, England, E1 1DU","English","International Relations | Law"
"UTRECHT LAW REVIEW","1871-515X","1871-515X","UTRECHT UNIV LIBRARY OPEN ACCESS JOURNALS","POSTBUS 80124, UTRECHT, NETHERLANDS, 3508 TC","English","Law"
"VACCINE: X","2590-1362","2590-1362","ELSEVIER","RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX","English","Immunology | Medicine, Research & Experimental"
"VAKUUM IN FORSCHUNG UND PRAXIS","0947-076X","1522-2454","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","German","Engineering, Mechanical"
"VALENCIANA","2007-2538","2448-7295","UNIV GUANAJUATO","LASCURAIN RETANA 5, CENTRO, GUANAJUATO, MEXICO, 36000","Spanish","Literary Theory & Criticism"
"VALUE IN HEALTH REGIONAL ISSUES","2212-1099","2212-1099","ELSEVIER","RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX","English","Health Care Sciences & Services | Health Policy & Services"
"VASCULAR HEALTH AND RISK MANAGEMENT","1176-6344","1178-2048","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752","English","Peripheral Vascular Diseases"
"VASCULAR SPECIALIST INTERNATIONAL","2288-7970","2288-7989","KOREAN SOC VASCULAR SURGERY","#1724, Yongsan Prugio Summit Officetel, 69 Hangang-daero, Seoul, South Korea, Yongsan-gu, 04378","English, Korean","Surgery | Peripheral Vascular Diseases"
"VAVILOVSKII ZHURNAL GENETIKI I SELEKTSII","2500-0462","2500-3259","RUSSIAN ACAD SCI, INST CYTOLOGY GENETICS","PR LAVRENTYEVA 10, NOVOSIBIRSK, RUSSIA, 630090","English, Russian","Agriculture, Multidisciplinary"
"VEGUETA-ANUARIO DE LA FACULTAD DE GEOGRAFIA E HISTORIA","1133-598X","2341-1112","UNIV LAS PALMAS GRAN CANADA, FAC GEOGRAFIA & HISTORIA","PLAZA CONSTITUTION, S-N, LAS PALMAS, SPAIN, GRAN CANARIA, E-35003","French, Portuguese, Spanish","History"
"VEHICLES","","2624-8921","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Engineering, Mechanical | Transportation Science & Technology"
"VELEIA","0213-2095","2444-3565","UNIV PAIS VASCO, DEPT HISTORIA ARTE & MUSICA","FAC LETRAS, DESPACHO 2 09 PASEO UNIV 5, VITORIA, SPAIN, 01006","Multi-Language","Humanities, Multidisciplinary"
"VERBA-ANUARIO GALEGO DE FILOLOXIA","0210-377X","2174-4017","UNIV SANTIAGO COMPOSTELA","SERVICIO DE PUBLICACIONES E INTERCAMBIO CIENTIFICO, CAMPUS UNIV SUR, SANTIAGO DE COMPOSTELA, SPAIN, 15782","Multi-Language","Language & Linguistics"
"VERBO DE MINAS","1516-0637","1984-6959","CENTRO ENSINO SUPERIOR JUIZ DE FORA","AV RIO BRANCO, 3520, JUIZ DE FORA, BRAZIL, MINAS GERAIS, 36025-020","Portuguese","Literature, Romance"
"VEREDAS DO DIREITO","1806-3845","2179-8699","ESCOLA SUPERIOR DOM HELDER CAMARA","RUA ALVARES MACIEL 628, STA EFIGENIA, BELO HORIZONTE, BRAZIL, MG 30150-250","Portuguese","Law"
"VEREDAS-REVISTA DA ASSOCIACAO INTERNACIONAL DE LUSITANISTAS","0874-5102","","ASSOC INT LUSITANISTAS","ASSOC INT LUSITANISTAS, PORTO, PORTUGAL, 00000","Portuguese","Literature, Romance"
"VERSUS-QUADERNI DI STUDI SEMIOTICI","0393-8255","0393-8255","SOC ED IL MULINO","STRADA MAGGIORE 37, BOLOGNA, ITALY, 40125","Multi-Language","Humanities, Multidisciplinary"
"VESTNIK DREVNEI ISTORII-JOURNAL OF ANCIENT HISTORY","0321-0391","0321-0391","RUSSIAN ACAD SCIENCES, STATE ACAD UNIV HUMANITIES (GAUGN)","Leninsky prospekt 14, Moscow, Russia, 119991","Multi-Language","Humanities, Multidisciplinary"
"VESTNIK MEZHDUNARODNYKH ORGANIZATSII-INTERNATIONAL ORGANISATIONS RESEARCH JOURNAL","1996-7845","1996-7845","NATL RESEARCH UNIV HIGHER SCH ECONOMICS","SHABOLOVKA, 26, MOSCOW, RUSSIA, 119049","English, Russian","International Relations"
"VESTNIK MOSKOVSKOGO UNIVERSITETA. SERIYA 10. ZHURNALISTIKA","0320-8079","0320-8079","M V LOMONOSOV MOSCOW STATE UNIV, DEPT JOURNALISM","UL MOKHOVAYA, 9, MOSCOW, Russia, MOSCOW, 125009","Russian","Communication"
"VESTNIK OF SAINT PETERSBURG UNIVERSITY EARTH SCIENCES","2541-9668","2587-585X","ST PETERSBURG UNIV PRESS","6TH LINE VO, 11, ST PETERSBURG, RUSSIA, 199004","Multi-Language","Geosciences, Multidisciplinary"
"VESTNIK OF SAINT PETERSBURG UNIVERSITY-LAW-VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-PRAVO","2074-1243","2587-5833","ST PETERSBURG UNIV PRESS","6TH LINE VO, 11, ST PETERSBURG, RUSSIA, 199004","Multi-Language","Law"
"VESTNIK PERMSKOGO UNIVERSITETA-ISTORIYA-PERM UNIVERSITY HERALD-HISTORY","2219-3111","2219-3111","PERM STATE NATL RESEARCH UNIV","UL BUKIREVA, 15, PERM, RUSSIA, 614990","Russian","History"
"VESTNIK PERMSKOGO UNIVERSITETA-JURIDICHESKIE NAUKI","1995-4190","1995-4190","PERM STATE NATL RESEARCH UNIV","UL BUKIREVA, 15, PERM, RUSSIA, 614990","Multi-Language","Law"
"VESTNIK PRAVOSLAVNOGO SVYATO-TIKHONOVSKOGO GUMANITARNOGO UNIVERSITETA-SERIYA I-BOGOSLOVIE-FILOSOFIYA-RELIGIOVEDENIE","1991-640X","2409-4692","ST TIKHONS ORTHODOX UNIV","NOVOKUZNETSKAYA UL, 23B, MOSCOW, RUSSIA, 115184","Russian","Religion"
"VESTNIK SAMARSKOGO GOSUDARSTVENNOGO TEKHNICHESKOGO UNIVERSITETA-SERIYA-FIZIKO-MATEMATICHESKIYE NAUKI","1991-8615","2310-7081","SAMARA STATE TECHNICAL UNIV","MAIN BLDG, 244 MOLODOGVARDEYSKAYA ST, SAMARA, RUSSIA, 443100","Russian, English","Physics, Multidisciplinary | Physics, Mathematical"
"VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-EKONOMIKA-ST PETERSBURG UNIVERSITY JOURNAL OF ECONOMIC STUDIES","1026-356X","2542-226X","ST PETERSBURG UNIV PRESS","6TH LINE VO, 11, ST PETERSBURG, RUSSIA, 199004","Multi-Language","Economics"
"VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-FILOSOFIYA I KONFLIKTOLOGIYA","2542-2278","2541-9382","ST PETERSBURG UNIV PRESS","6TH LINE VO, 11, ST PETERSBURG, RUSSIA, 199004","Multi-Language","Philosophy"
"VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-ISKUSSTVOVEDENIE","2221-3007","2542-2243","ST PETERSBURG UNIV PRESS","6TH LINE VO, 11, ST PETERSBURG, RUSSIA, 199004","Multi-Language","Humanities, Multidisciplinary"
"VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-ISTORIYA","1812-9323","1812-9323","ST PETERSBURG UNIV PRESS","6TH LINE VO, 11, ST PETERSBURG, RUSSIA, 199004","Multi-Language","History"
"VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA SERIYA 10 PRIKLADNAYA MATEMATIKA INFORMATIKA PROTSESSY UPRAVLENIYA","1811-9905","2542-2251","ST PETERSBURG UNIV PRESS","6TH LINE VO, 11, ST PETERSBURG, RUSSIA, 199004","Multi-Language","Mathematics, Interdisciplinary Applications"
"VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-YAZYK I LITERATURA","2541-9358","2541-9366","ST PETERSBURG UNIV PRESS","6TH LINE VO, 11, ST PETERSBURG, RUSSIA, 199004","Multi-Language","Humanities, Multidisciplinary"
"VESTNIK SLAVIANSKIKH KULTUR-BULLETIN OF SLAVIC CULTURES-SCIENTIFIC AND INFORMATIONAL JOURNAL","2073-9567","","STATE ACAD SLAVIC CULTURE","KHIBINSKII PROEZD, DOM 6, MOSCOW, RUSSIA, 129337","Multi-Language","Humanities, Multidisciplinary"
"VESTNIK ST PETERSBURG UNIVERSITY-MATHEMATICS","1063-4541","1934-7855","PLEIADES PUBLISHING INC","PLEIADES HOUSE, 7 W 54 ST, NEW YORK, United States,  NY, 10019","English","Mathematics"
"VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-BIOLOGIYA","1998-8591","2311-2077","TOMSKIJ GOSUDARSTVENNYI UNIV","BIOL INST, 36 LENINA ST, TOMSK, RUSSIA, 634050","English","Biology | Ecology"
"VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA FILOLOGIYA-TOMSK STATE UNIVERSITY JOURNAL OF PHILOLOGY","1998-6645","2310-5046","TOMSK STATE UNIV","LENIN AVE, 36, TOMSK, RUSSIA, 634050","Russian","Language & Linguistics"
"VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-FILOSOFIYA-SOTSIOLOGIYA-POLITOLOGIYA-TOMSK STATE UNIVERSITY JOURNAL OF PHILOSOPHY SOCIOLOGY AND POLITICAL SCIENCE","1998-863X","2311-2395","TOMSK STATE UNIV","LENIN AVE, 36, TOMSK, RUSSIA, 634050","Multi-Language","Social Sciences, Interdisciplinary"
"VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA ISTORIYA-TOMSK STATE UNIVERSITY JOURNAL OF HISTORY","1998-8613","2311-2387","TOMSK STATE UNIV","LENIN AVE, 36, TOMSK, RUSSIA, 634050","Russian","History"
"VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-KULTUROLOGIYA I ISKUSSTVOVEDENIE-TOMSK STATE UNIVERSITY JOURNAL OF CULTURAL STUDIES AND ART HISTORY","2222-0836","2311-3685","TOMSK STATE UNIV","LENIN AVE, 36, TOMSK, RUSSIA, 634050","Multi-Language","Humanities, Multidisciplinary"
"VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-MATEMATIKA I MEKHANIKA-TOMSK STATE UNIVERSITY JOURNAL OF MATHEMATICS AND MECHANICS","1998-8621","2311-2255","TOMSK STATE UNIV","LENIN AVE, 36, TOMSK, RUSSIA, 634050","Russian","Mechanics"
"VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-PRAVO-TOMSK STATE UNIVERSITY JOURNAL OF LAW","2225-3513","2311-3693","TOMSK STATE UNIV","LENIN AVE, 36, TOMSK, RUSSIA, 634050","English","Law"
"VESTNIK TOMSKOGO GOSUDARSTVENNOGO UNIVERSITETA-UPRAVLENIE VYCHISLITELNAJA TEHNIKA I INFORMATIKA-TOMSK STATE UNIVERSITY JOURNAL OF CONTROL AND COMPUTER SCIENCE","1998-8605","2311-2085","TOMSK STATE UNIV","LENIN AVE, 36, TOMSK, RUSSIA, 634050","English","Automation & Control Systems"
"VESTNIK TRANSPLANTOLOGII I ISKUSSTVENNYH ORGANOV","1995-1191","2412-6160","FEDERAL RESEARCH CENTER TRANSPLANTOLOGY & ARTIFICIAL ORGANS V I SHUMAKOV","UL SHCHUKINSKAYA, D 1, MOSCOW, RUSSIA, 123182","Russian","Transplantation"
"VESTNIK UDMURTSKOGO UNIVERSITETA-MATEMATIKA MEKHANIKA KOMPYUTERNYE NAUKI","1994-9197","2076-5959","UDMURT STATE UNIV","UL UNIVERSITETSKAYA, 1, IZHEVSK, RUSSIA, 426034","English","Mathematics"
"VESTNIK UGROVEDENIYA-BULLETIN OF UGRIC STUDIES","2220-4156","2587-9766","BU HMAO-YUGRY OB-UGRIC INST APPLIED RESEARCH & DEVELOPMENT","UL MIRA, 14A, KHANTY-MANSIYSK, RUSSIA, 628011","Multi-Language","Humanities, Multidisciplinary"
"VESTNIK VOLGOGRADSKOGO GOSUDARSTVENNOGO UNIVERSITETA-SERIYA 2-YAZYKOZNANIE","1998-9911","2409-1979","VOLGOGRAD STATE UNIV","PR-KT UNIVERSITETSKII 100, VOLGOGRAD, RUSSIA, 400062","English, Russian","Language & Linguistics"
"VETERINARIA Y ZOOTECNIA","2011-5415","2011-5415","UNIV CALDAS","CRA 35 NO 62-130, MANIZALEZ, COLOMBIA, 00000","Multi-Language","Veterinary Sciences"
"VETERINARY AND ANIMAL SCIENCE","","2451-943X","ELSEVIER","RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX","English","Agriculture, Dairy & Animal Science | Veterinary Sciences"
"VETERINARY MEDICINE INTERNATIONAL","2090-8113","2042-0048","HINDAWI LTD","ADAM HOUSE, 3RD FLR, 1 FITZROY SQ, LONDON, ENGLAND, W1T 5HF","English","Veterinary Sciences"
"VETERINARY MEDICINE-RESEARCH AND REPORTS","","2230-2034","DOVE MEDICAL PRESS LTD","PO BOX 300-008, ALBANY, NEW ZEALAND, AUCKLAND, 0752","English","Veterinary Sciences"
"VETERINARY PARASITOLOGY- REGIONAL STUDIES AND REPORTS","2405-9390","2405-9390","ELSEVIER","RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX","English","Parasitology | Veterinary Sciences"
"VETERINARY RECORD CASE REPORTS","","2052-6121","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Veterinary Sciences"
"VETERINARY RECORD OPEN","2399-2050","2052-6113","JOHN WILEY & SONS LTD","THE ATRIUM, SOUTHERN GATE, CHICHESTER, ENGLAND, W SUSSEX, PO19 8SQ","English","Veterinary Sciences"
"VETERINARY WORLD","0972-8988","2231-0916","VETERINARY WORLD","STAR, GULSHAN PARK, NH-8A, CHANDRAPUR RD, WANKANER, GUJARAT, INDIA, 363 621","English","Agriculture, Dairy & Animal Science | Veterinary Sciences"
"VIA ATLANTICA","1516-5159","2317-8086","UNIV SAO PAULO, FAC FILOSOFIA LETRAS & CIENCIAS HUMANAS","AV PROFESSOR LUCIANO GUALBERTO 315, BUTANTA, SAO PAULO, BRAZIL, SP, 05508-010","Portuguese","Humanities, Multidisciplinary"
"VIBRATION","","2571-631X","MDPI","ST ALBAN-ANLAGE 66, BASEL, SWITZERLAND, CH-4052","English","Engineering, Mechanical | Mechanics"
"VICTORIAN HISTORICAL JOURNAL","1030-7710","1320-6001","ROYAL HISTORICAL SOC VICTORIA","239 A BECKETT ST, MELBOURNE, AUSTRALIA, VIC 3000","English","History"
"VICTORIAN REVIEW-AN INTERDISCIPLINARY JOURNAL OF VICTORIAN STUDIES","0848-1512","1923-3280","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","English","Humanities, Multidisciplinary"
"VICTORIOGRAPHIES-A JOURNAL OF NINETEENTH-CENTURY WRITING 1790-1914","2044-2416","2044-2424","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ","English","Humanities, Multidisciplinary"
"VIDEO-ASSISTED THORACIC SURGERY","2519-0792","2519-0792","AME PUBLISHING COMPANY","FLAT-RM C 16F, KINGS WING PLAZA 1, NO 3 KWAN ST, SHATIN, PEOPLES R CHINA, HONG KONG, 00000","English","Surgery"
"VIETNAM JOURNAL OF CHEMISTRY","0866-7144","2572-8288","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Chemistry, Multidisciplinary"
"VIETNAM JOURNAL OF COMPUTER SCIENCE","2196-8888","2196-8896","WORLD SCIENTIFIC PUBL CO PTE LTD","5 TOH TUCK LINK, SINGAPORE, SINGAPORE, 596224","English","Computer Science, Artificial Intelligence | Computer Science, Information Systems | Computer Science, Theory & Methods"
"VIETNAM JOURNAL OF EARTH SCIENCES","0866-7187","2615-9783","PUBLISHING HOUSE SCIENCE AND TECHNOLOGY","FLR 3-A16 BUILDING, 18 HOANG QUOC VIET, CAU GIAY, HANOI, Vietnam, 00000","","Geosciences, Multidisciplinary"
"VIETNAM JOURNAL OF MATHEMATICS","2305-221X","2305-2228","SPRINGER SINGAPORE PTE LTD","#04-01 CENCON I, 1 TANNERY RD, SINGAPORE, SINGAPORE, 347719","English","Mathematics"
"VIEW","2688-3988","2688-268X","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Nanoscience & Nanotechnology | Materials Science, Biomaterials"
"VIGILANCIA SANITARIA EM DEBATE-SOCIEDADE CIENCIA & TECNOLOGIA","2317-269X","2317-269X","FUNDACAO OSWALDO CRUZ, INST NACIONAL CONTROLE QUALIDADE &  SAUDE","AVENIDA BRASIL, 4 365, RIO DE JANEIRO RJ, BRAZIL, 21040-360","English, Portuguese","Health Care Sciences & Services"
"VINCULOS DE HISTORIA","2254-6901","2254-6901","UNIV CASTILLA-MANCHA, DEPT HISTORIA","FAC LETRAS CIUDAD REAL, AVDA CAMILO JOSE CELA, CIUDAD REAL, SPAIN, 13071","Spanish","History"
"VINE JOURNAL OF INFORMATION AND KNOWLEDGE MANAGEMENT SYSTEMS","2059-5891","1474-1032","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","English","Information Science & Library Science | Management"
"VIOLENCE AND GENDER","2326-7836","2326-7852","MARY ANN LIEBERT, INC","140 HUGUENOT STREET, 3RD FL, NEW ROCHELLE, USA, NY, 10801","English","Criminology & Penology"
"VIRAJES-REVISTA DE ANTROPOLOGIA Y SOCIOLOGIA","0123-4471","2462-9782","UNIV CALDAS","CALLE 65 26-10, A A  275, CALDAS, COLOMBIA, 00000","Spanish","Sociology"
"VIRAL HEPATIT DERGISI-VIRAL HEPATITIS JOURNAL","1307-9441","2147-2939","GALENOS PUBL HOUSE","Kacamak Sokak 21/1, ISTANBUL, Turkey, Findikzade, 34093","English","Medicine, General & Internal"
"VIREF-REVISTA DE EDUCACION FISICA","2322-9411","2322-9411","UNIV ANTIOQUIA, INST UNIV EDUCACION FISICA & DEPORTE","CAMPUS ROBLEDO, MEDELLIN, COLOMBIA, ANT, 00000","Spanish, English","Education & Educational Research"
"VIRTUAL ARCHAEOLOGY REVIEW","1989-9947","1989-9947","UNIV POLITECNICA VALENCIA, EDITORIAL UPV","CAMINO VERA S-N, VALENCIA, SPAIN, 46022","English, Spanish","Archaeology"
"VIRTUALIDAD EDUCACION Y CIENCIA","1853-6530","1853-6530","UNIV NACL CORDOBA, CENTRO ESTUDIOS AVANZADOS","AVE VELEZ SARSFIELD, 153, CORDOBA, ARGENTINA, 5000","Spanish","Education & Educational Research"
"VISION GERENCIAL","2477-9547","1317-8822","UNIV LOS ANDES, CENTRO INVESTIGACIONES & DESARROLLO EMPRESAR","NUCLEO LA LIRIA EDIF G NIVEL 2, MERIDA, VENEZUELA, 00000","Spanish","Management"
"VISION-THE JOURNAL OF BUSINESS PERSPECTIVE","0972-2629","2249-5304","SAGE PUBLICATIONS INDIA  PVT LTD","B-1-I-1 MOHAN CO-OPERATIVE INDUSTRIAL AREA, MATHURA RD, POST BAG NO 7, NEW DELHI, INDIA, 110 044","English","Business | Management"
"VISITOR STUDIES","1064-5578","1934-7715","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Hospitality, Leisure, Sport & Tourism"
"VISNYK DNIPROPETROVSKOHO UNIVERSYTETU-SERIYA ISTORIYA TA ARKHEOLOHIYA-DNIPROPETROVSK UNIVERSITY BULLETIN-HISTORY & ARCHAEOLOGY SERIES","2412-5334","2414-9578","OLES HONCHAR DNIPRO NATL UNIV","72 GAGRIN AV, DNIPRO, UKRAINE, 49010","English, Russian, Ukrainian","History"
"VISNYK NTUU KPI SERIIA-RADIOTEKHNIKA RADIOAPARATOBUDUVANNIA","2310-0389","2310-0389","NATL TECHNICAL UNIV UKRAINE, KYIV POLYTECHNIC INST","NATL TECHNICAL UNIV UKRAINE KYIV POLYTECHNIC INST, KYIV, UKRAINE, 00000","English, Russian, Ukrainian","Engineering, Electrical & Electronic"
"VISNYK OF TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV-GEOLOGY","2079-9063","2079-9063","NATL TARAS SHEVCHENKO UNIV KYIV","BULVAR TARASA SHEVCHENKO, 14, OFIS 43, KYIV, UKRAINE, 01601","Multi-Language","Geology"
"VISNYK OF V N KARAZIN KHARKIV NATIONAL UNIVERSITY-SERIES GEOLOGY GEOGRAPHY ECOLOGY","2410-7360","2411-3913","V N KARAZIN KHARKIV NATL UNIV","4, SVOBODY SQ, KHARKIV, UKRAINE, 61022","Multi-Language","Geology"
"VISUAL ANTHROPOLOGY","0894-9468","1545-5920","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Anthropology"
"VISUAL ANTHROPOLOGY REVIEW","1058-7187","1548-7458","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Anthropology"
"VISUAL COMMUNICATION QUARTERLY","1555-1393","1555-1407","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Communication"
"VISUAL COMPUTING FOR INDUSTRY BIOMEDICINE AND ART","","2524-4442","SPRINGER SINGAPORE PTE LTD","#04-01 CENCON I, 1 TANNERY RD, SINGAPORE, SINGAPORE, 347719","English","Computer Science, Interdisciplinary Applications | Engineering, Electrical & Electronic | Imaging Science & Photographic Technology"
"VISUAL ETHNOGRAPHY","2281-1605","2281-1605","UNIV BASILICATA","VIA SAN ROCCO, 3, MATERA, ITALY, 75100","Multi-Language","Anthropology"
"VISUAL INFORMATICS","2468-502X","2468-502X","ELSEVIER","RADARWEG 29, AMSTERDAM, Netherlands, 1043 NX","English","Computer Science, Information Systems | Computer Science, Interdisciplinary Applications | Computer Science, Software Engineering"
"VISUAL INQUIRY-LEARNING & TEACHING ART","2045-5879","2045-5887","INTELLECT LTD","THE MILL, PARNALL RD, BRISTOL, ENGLAND, BS16 3JG","English","Art"
"VISUAL RESOURCES","0197-3762","1477-2809","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Art"
"VITRUVIO-INTERNATIONAL JOURNAL OF ARCHITECTURAL TECHNOLOGY AND SUSTAINABILITY","2444-9091","2444-9091","UNIV POLITECNICA VALENCIA, EDITORIAL UPV","CAMINO VERA S-N, VALENCIA, SPAIN, 46022","English","Architecture"
"VIVAT ACADEMIA","1575-2844","1575-2844","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040","Spanish","Communication"
"VIZANTIISKII VREMENNIK","0132-3776","","ROSSIISKAYA AKAD NAUK, IZDATELSTVO NAUKA","PROFSOYUZNAYA UL 90, MOSCOW, RUSSIA, 117997","Russian","Medieval & Renaissance Studies"
"VJESNIK ARHEOLOSKOG MUZEJA U ZAGREBU","0350-7165","0350-7165","ARHEOLOSKI MUZEJ & ZAGREBU","TRG N ZRINSKOG 19, ZAGREB, CROATIA, 10000","Croatian, English, German, Italian, Latin","Archaeology"
"VLC ARQUITECTURA-RESEARCH JOURNAL","2341-3050","2341-2747","UNIV POLITECNICA VALENCIA, EDITORIAL UPV","CAMINO VERA S-N, VALENCIA, SPAIN, 46022","English, Spanish","Architecture"
"VOICE AND SPEECH REVIEW","2326-8263","2326-8271","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Humanities, Multidisciplinary | Linguistics"
"VOIX PLURIELLES","1925-0614","1925-0614","ASSOC PROFESSEURS FRANCAIS UNIV & COLLEGES CANADIENS","C/O CATHERINE PARAYRE, BROCK UNIV, MODERN LANGUAGES, ST, CATHARINES, CANADA, ON, L2S 3A","French, English","Literature"
