"Journal title","ISSN","eISSN","Publisher name","Publisher address","Languages","Web of Science Categories"
"ARCHITEKTURA & URBANIZMUS","0044-8680","2729-8752","INST HISTORY SLOVAK ACAD SCIENCES, DEPT ARCHITECTURE INST","DEPT ARCHITECTURE INST, KLEMENSOVA 19, BRATISLAVA, SLOVAKIA, 814 99","Multi-Language","Architecture"
"ARCHIVE FOR HISTORY OF EXACT SCIENCES","0003-9519","1432-0657","SPRINGER","ONE NEW YORK PLAZA, SUITE 4600 , NEW YORK, United States, NY, 10004","Multi-Language","History & Philosophy Of Science"
"ARCHIVE FOR THE PSYCHOLOGY OF RELIGION-ARCHIV FUR RELIGIONSPSYCHOLOGIE","0084-6724","1573-6121","SAGE PUBLICATIONS LTD","1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP","Multi-Language","Religion"
"ARCHIVES AND RECORDS-THE JOURNAL OF THE ARCHIVES AND RECORDS ASSOCIATION","2325-7962","2325-7989","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Humanities, Multidisciplinary"
"ARCHIVES OF AMERICAN ART JOURNAL","0003-9853","2327-0667","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","English","Art"
"ARCHIVES OF ASIAN ART","0066-6637","1944-6497","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701","English","Art | Asian Studies"
"ARCHIVES OF NATURAL HISTORY","0260-9541","1755-6260","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ","English","History & Philosophy Of Science"
"ARCHIV FUR DAS STUDIUM DER NEUEREN SPRACHEN UND LITERATUREN","0003-8970","1866-5381","ERICH SCHMIDT VERLAG","GENTHINER STRASSE 30G, BERLIN-TIERGARTEN, GERMANY, D-10785","Multi-Language","Language & Linguistics | Literature"
"ARCHIV FUR GESCHICHTE DER PHILOSOPHIE","0003-9101","1613-0650","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","Multi-Language","Philosophy"
"ARCHIV FUR MUSIKWISSENSCHAFT","0003-9292","","FRANZ STEINER VERLAG GMBH","BIRKENWALDSTRASSE 44, STUTTGART, Germany, D-70191","Multi-Language","Music"
"ARCHIV FUR PAPYRUSFORSCHUNG UND VERWANDTE GEBIETE","0066-6459","1867-1551","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","Multi-Language","Humanities, Multidisciplinary"
"ARCHIV FUR REFORMATIONSGESCHICHTE-ARCHIVE FOR REFORMATION HISTORY","0003-9381","2198-0489","GUTERSLOHER VERLAGSHAUS","CARL-MIELE-STR 214, GUTERSLOH, GERMANY, D-33311","Multi-Language","History"
"ARCHIVIO STORICO ITALIANO","0391-7770","2036-4660","CASA EDITRICE LEO S OLSCHKI","VIUZZO DEL POZZETTO, 8, FLORENCE, ITALY, I-50126","Multi-Language","History"
"ARCHIVO ESPANOL DE ARQUEOLOGIA","0066-6742","1988-3110","CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC","Editorial CSIC, C/VITRUVIO 8, MADRID, Spain, 28006","Spanish, English","Archaeology"
"ARCHIVO ESPANOL DE ARTE","0004-0428","1988-8511","CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC","Editorial CSIC, C/VITRUVIO 8, MADRID, Spain, 28006","Spanish, English","Art"
"ARCHIV ORIENTALNI","0044-8699","","ORIENTAL INST CZECH ACAD SCI","POD VODARENSKOU VEZI 4, PRAHA 8, CZECH REPUBLIC, 182 08","English","Humanities, Multidisciplinary | Asian Studies"
"ARCHNET-IJAR INTERNATIONAL JOURNAL OF ARCHITECTURAL RESEARCH","2631-6862","1938-7806","EMERALD GROUP PUBLISHING LTD","HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA","English","Architecture"
"ARETHUSA","0004-0975","1080-6504","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","English","Classics"
"ARGUMENTATION","0920-427X","1572-8374","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Language & Linguistics | Philosophy"
"ARHEOLOSKI VESTNIK","0570-8966","0570-8966","INST ARHEOLOSKI SLOVENSKA ACAD SCI ARTS","ZRC SAZU, ARHEOLOSKI VESTNIK, NOVI TRG 2, LJUBLJANA, SLOVENIA, SI-1000","Slovenian","Archaeology"
"ARIEL-A REVIEW OF INTERNATIONAL ENGLISH LITERATURE","0004-1327","1920-1222","ARIEL UNIV CALGARY","DEPT ENGLISH, SS 1148 2500 UNIVERSITY DR NW, CALGARY, CANADA, ALBERTA, T2N 1N4","English","Literature"
"ARION-A JOURNAL OF HUMANITIES AND THE CLASSICS","0095-5809","0095-5809","BOSTON UNIV","ARION-JNL OF HUMANITIES CLASS 745 COMMONWEALTH AVE SUBSCRIPTION DEPT, BOSTON, USA, MA, 02215","English","Classics"
"ARKANSAS HISTORICAL QUARTERLY","0004-1823","2327-1213","ARKANSAS HISTORICAL ASSOC","UNIV ARKANSAS,  OLD MAIN 416 DEPT OF HISTORY, FAYETTEVILLE, USA, AR, 72701","English","History"
"ARMS & ARMOUR","1741-6124","1749-6268","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Medieval & Renaissance Studies"
"ARQ","0717-6996","0717-6996","PONTIFICIA UNIV CATOLICA CHILE, ESCUELA ARQUITECTURA","EL COMENDADOR 1916, SANTIAGO, CHILE, 00000","Spanish","Architecture"
"ARQ-ARCHITECTURAL RESEARCH QUARTERLY","1359-1355","1474-0516","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Architecture"
"ARQUEOLOGIA","0327-5159","1853-8126","INST ARQUEOLOGIA","FAC FILOSOFIA & LETRAS, UNIV BUENOS AIRES, 25 MAYO 217-3ER PISO, C1002ABE CIUDAD AUTONOMA, BUENOS AIRES, ARGENTINA, 00000","Spanish, English","Archaeology"
"ARQUITETURA REVISTA","1808-5741","1808-5741","EDITORA UNISINOS","DIVISAO DE PERIODICIOS, CAIXA POSTAL 275, SAO LEOPOLDO, BRAZIL, RS,","Portuguese","Architecture"
"ARS ORIENTALIS","0571-1371","","SMITHSONIAN INST, FREER GALLERY ART","PO BOX 37012, MRC 707, WASHINGTON, USA, DC, 20013-7012","English","Art | Asian Studies"
"ART BULLETIN","0004-3079","1559-6478","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Art"
"ARTE INDIVIDUO Y SOCIEDAD","1131-5598","1988-2408","UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES","CIUDAD UNIV, OBISPO TREJO 3, MADRID, SPAIN, 28040","Spanish, English","Art"
"ARTFORUM INTERNATIONAL","1086-7058","","ARTFORUM","350 SEVENTH AVENUE ATTN: SUBSCRIPTIONS, NEW YORK, USA, NY, 10001","English","Art"
"ART HISTORY","0141-6790","1467-8365","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","Art"
"ARTHURIANA","1078-6279","1934-1539","SCRIPTORIUM PRESS","BOX 750432, DALLAS, USA, TX, 75275","English","Literature, British Isles | Medieval & Renaissance Studies"
"ARTIBUS ASIAE","0004-3648","","ARTIBUS ASIAE","MUSEUM RIETBERG, GABLERSTRASSE 15, ZURICH, SWITZERLAND, CH-8002","English","Art | Asian Studies"
"ARTIBUS ET HISTORIAE","0391-9064","","IRSA PUBLISHING HOUSE","PLAC MATEJKI 7-8, KRAKOW, POLAND, 31-157","Multi-Language","Art"
"ARTI MUSICES","0587-5455","1848-9303","CROATIAN MUSICOLOGICAL SOC","OPATICKA 18, ZAGREB, CROATIA, HR-71000","Croatian, English","Music"
"ART IN AMERICA","0004-3214","0004-3214","BRANT PUBL, INC","575 BROADWAY, NEW YORK, USA, NY, 10012","English","Art"
"ART JOURNAL","0004-3249","2325-5307","TAYLOR & FRANCIS INC","530 WALNUT STREET, STE 850, PHILADELPHIA, USA, PA, 19106","English","Art"
"ARTMARGINS","2162-2574","2162-2582","MIT PRESS","ONE ROGERS ST, CAMBRIDGE, USA, MA, 02142-1209","English","Art"
"ARTS OF ASIA","0004-4083","","ARTS ASIA PUBLICATIONS LTD","KOWLOON CENTER-SUITE 1309 29-39 ASHLEY RD, KOWLOON, HONG KONG,","English","Art | Asian Studies"
"ASCLEPIO-REVISTA DE HISTORIA DE LA MEDICINA Y DE LA CIENCIA","0210-4466","1988-3102","CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC","Editorial CSIC, C/VITRUVIO 8, MADRID, Spain, 28006","Spanish, English, French, Italian, Portuguese","History & Philosophy Of Science"
"ASIAN ETHNOLOGY","1882-6865","1882-6865","NANZAN UNIV, NANZAN INST RELIGION & CULTURE","18 YAMAZATO-CHO SHOWA-KU, NAGOYA, JAPAN, 466","English","Folklore | Asian Studies"
"ASIAN MUSIC","0044-9202","1553-5630","UNIV TEXAS PRESS","JOURNAL DIV, 2100 COMAL, AUSTIN, USA, TX, 78722","English","Asian Studies | Music"
"ASIAN PERSPECTIVES-THE JOURNAL OF ARCHAEOLOGY FOR ASIA AND THE PACIFIC","0066-8435","1535-8283","UNIV HAWAII PRESS","2840 KOLOWALU ST, HONOLULU, United States, HI, 96822","English","Archaeology"
"ASIAN PHILOSOPHY","0955-2367","1469-2961","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Asian Studies | Philosophy"
"ASIAN STUDIES REVIEW","1035-7823","1467-8403","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Cultural Studies | Asian Studies"
"ASIAN THEATRE JOURNAL","0742-5457","1527-2109","UNIV HAWAII PRESS","2840 KOLOWALU ST, HONOLULU, United States, HI, 96822","English","Asian Studies | Theater"
"ATALANTE-REVISTA DE ESTUDIOS CINEMATOGRAFICOS","1885-3730","2340-6992","ASOC CINEFORUM L ATALANTE","CALLE POETAS ANONIMOS, 10-8, VALENCIA, SPAIN, 46020","Spanish, English","Film, Radio, Television"
"ATENEA","0718-0462","0718-0462","UNIV CONCEPCION, BIBLIOTECA CENTRAL","CAMPUS UNIVERSITARIO, CASILLA 160-C CORREO 3, CONCEPCION, CHILE, 00000","Spanish","Humanities, Multidisciplinary"
"ATHENAEUM-STUDI PERIODICI DI LETTERATURA E STORIA DELL ANTICHITA","0004-6574","0004-6574","NEW PRESS SNC","VIA CARSO, 18-20, COMO, ITALY, 22100","Multi-Language","Classics"
"ATLANTIS-JOURNAL OF THE SPANISH ASSOCIATION OF ANGLO-AMERICAN STUDIES","0210-6124","1989-6840","ASOC ESPANOLA ESTUDIOS ANGLO-NORTEAMERICANOS-AEDEAN","C/O DEPT FILOLOFIA INGLESA I, UNIV  COMPLUTENSE DE MADRID, FAC FILOLOGIA, MADRID, SPAIN, 28040","English","Language & Linguistics | Literature"
"A + U-ARCHITECTURE AND URBANISM","0389-9160","","A & U PUBL CO LTD","30-8 YUSHIMA 2-CHOME BUNKYO-KU, TOKYO, JAPAN, 113","Multi-Language","Architecture"
"AUGUSTINIAN STUDIES","0094-5323","2153-7917","PHILOSOPHY DOCUMENTATION CENTER","PO BOX 7147, CHARLOTTESVILLE, USA, VA, 22906-7147","English","History | Philosophy | Religion"
"AULA ORIENTALIS","0212-5730","0212-5730","UNIV BARCELONA, INST UNIV PROXIM ORIENT ANTIC","Universitat de Barcelona, Gran Via de les Corts Catalanes 585, Barcelona, Spain, 08007","","Asian Studies | Archaeology"
"AUSTRALASIAN DRAMA STUDIES","0810-4123","","AUSTRALASIAN ASSOC THEATRE DRAMA & PERFORMANCE STUDIES","AUSTRALASIAN ASSOC THEATRE DRAMA & PERFORMANCE STUDIES, DEAKIN, Australia, 2600","English","Theater"
"AUSTRALASIAN JOURNAL OF PHILOSOPHY","0004-8402","1471-6828","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Philosophy"
"AUSTRALIAN ARCHAEOLOGY","0312-2417","2470-0363","TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, England, OXON, OX14 4RN","English","Archaeology"
"AUSTRALIAN HISTORICAL STUDIES","1031-461X","1940-5049","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","History"
"AUSTRALIAN JOURNAL OF FRENCH STUDIES","0004-9468","2046-2913","LIVERPOOL UNIV PRESS","4 CAMBRIDGE ST, LIVERPOOL, ENGLAND, L69 7ZU","Multi-Language","Literature, Romance"
"AUSTRALIAN JOURNAL OF LINGUISTICS","0726-8602","1469-2996","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Language & Linguistics"
"AUSTRALIAN JOURNAL OF POLITICS AND HISTORY","0004-9522","1467-8497","WILEY","111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774","English","History"
"AUSTRALIAN LITERARY STUDIES","0004-9697","1837-6479","UNIV QUEENSLAND AUSTRALIAN LITERARY STUDIES","DEPT ENGLISH PO BOX 88, ST LUCIA, AUSTRALIA, QLD, 4067","English","Literature, African, Australian, Canadian"
"AUSTRIAN HISTORY YEARBOOK","0067-2378","1558-5255","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","History"
"AUSTRIAN STUDIES","1350-7532","2222-4262","MODERN HUMANITIES RESEARCH ASSOCIATION","1 CARLTON HOUSE TERRACE, LONDON, ENGLAND, SW1Y 5AF","English","Humanities, Multidisciplinary"
"AUT AUT","0005-0601","","GRUPPO EDITORIALE SAGGIATORE","VIA MELZO 9, MILANO, ITALY, 20129","Italian","Humanities, Multidisciplinary"
"AVANT SCENE OPERA","0295-1371","","AVANT-SCENE OPERA","EDITIONS PREMIERES LOGES 15, RUE TIQUETONNE, PARIS, FRANCE, 75002","French","Music"
"AYER","1134-2277","2255-5838","ASSOC HISTORIA CONTEMPORANEA & MARCIAL PONS, EDICIONES HISTORIA, S A","C/ SAN SOTERO, 6, MADRID, SPAIN, 28037","Spanish","History"
"AZANIA-ARCHAEOLOGICAL RESEARCH IN AFRICA","0067-270X","1945-5534","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","Multi-Language","Archaeology"
"BABEL-REVUE INTERNATIONALE DE LA TRADUCTION-INTERNATIONAL JOURNAL OF TRANSLATION","0521-9744","1569-9668","JOHN BENJAMINS PUBLISHING CO","PO BOX 36224, AMSTERDAM, NETHERLANDS, 1020 ME","Multi-Language","Language & Linguistics"
"BACH","0005-3600","0005-3600","RIEMENSCHNEIDER BACH INST","BALDWIN-WALLACE COLLEGE 275 EASTLAND ROAD, BEREA, USA, OH, 44017-2088","English","Music"
"BEITRAGE ZUR GESCHICHTE DER DEUTSCHEN SPRACHE UND LITERATUR","0005-8076","1865-9373","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","Multi-Language","Language & Linguistics | Literature, German, Dutch, Scandinavian"
"BELLETEN","0041-4255","0041-4255","TURK TARIH KURUMU","KIZILAY SOKAK NO 1, SIHHIYE, TURKEY, ANKARA, 06100","Multi-Language","Archaeology | History"
"BEN JONSON JOURNAL","1079-3453","1755-165X","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ","English","Literature, British Isles"
"BERICHTE ZUR WISSENSCHAFTSGESCHICHTE","0170-6233","1522-2365","WILEY-V C H VERLAG GMBH","POSTFACH 101161, WEINHEIM, GERMANY, 69451","German","History & Philosophy Of Science"
"BIBLICA","0006-0887","0006-0887","PEETERS","BONDGENOTENLAAN 153, LEUVEN, BELGIUM, B-3000","Multi-Language","Religion"
"BIBLICAL INTERPRETATION-A JOURNAL OF CONTEMPORARY APPROACHES","0927-2569","1568-5152","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","English","Religion"
"BIBLIOTHEQUE DE L ECOLE DES CHARTES","0373-6237","1953-8138","LIBRAIRIE DROZ SA","11 RUE MASSOT CASE POSTALE 389, GENEVA 12, SWITZERLAND, 1211","French","History"
"BIBLIOTHEQUE D HUMANISME ET RENAISSANCE","0006-1999","","LIBRAIRIE DROZ SA","11 RUE MASSOT CASE POSTALE 389, GENEVA 12, SWITZERLAND, 1211","Multi-Language","Medieval & Renaissance Studies"
"BIBLISCHE ZEITSCHRIFT","0006-2014","0006-2014","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","German","Religion"
"BIJDRAGEN TOT DE TAAL- LAND- EN VOLKENKUNDE","0006-2294","2213-4379","BRILL","PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA","Dutch, English","Asian Studies"
"BIOGRAPHY-AN INTERDISCIPLINARY QUARTERLY","0162-4962","1529-1456","UNIV HAWAII PRESS","2840 KOLOWALU ST, HONOLULU, United States, HI, 96822","English","Literature"
"BIOLOGY & PHILOSOPHY","0169-3867","1572-8404","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","History & Philosophy Of Science"
"BIOSCOPE-SOUTH ASIAN SCREEN STUDIES","0974-9276","0976-352X","SAGE PUBLICATIONS INDIA  PVT LTD","B-1-I-1 MOHAN CO-OPERATIVE INDUSTRIAL AREA, MATHURA RD, POST BAG NO 7, NEW DELHI, INDIA, 110 044","English","Film, Radio, Television | Asian Studies"
"BIOSEMIOTICS","1875-1342","1875-1350","SPRINGER","VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ","English","Humanities, Multidisciplinary | History & Philosophy Of Science"
"BMGN-THE LOW COUNTRIES HISTORICAL REVIEW","0165-0505","2211-2898","KONINKLIJK NEDERLANDS HISTORISCH GENOOTSCHAP","PO BOX 90406, HAGUE, NETHERLANDS, 2509 LK","Dutch, English","History"
"BOLETIN DE LA REAL ACADEMIA ESPANOLA","0210-4822","2445-0898","REAL ACAD ESPANOLA","FELIPE IV, 4, MADRID, SPAIN, ES 28014","Spanish","Literature, Romance"
"BOLETIN DEL MUSEO CHILENO DE ARTE PRECOLOMBINO","0716-1530","0718-6894","MUSEO CHILENO ARTE PRECOLOMBINO","BANDERA 361, CASILLA 3687, SANTIAGO, CHILE, 00000","Multi-Language","Archaeology | Art"
"BOLLETTINO DI STORIA DELLE SCIENZE MATEMATICHE","0392-4432","1724-1650","FABRIZIO SERRA EDITORE","VIA SANTA BIBBIANA 28, PISA, Italy, I-56127","Multi-Language","History & Philosophy Of Science"
"BOOK COLLECTOR","0006-7237","","COLLECTOR LTD","43 GORDON SQUARE, LONDON, ENGLAND, WC1H 0PD","English","Humanities, Multidisciplinary"
"BOUNDARY 2-AN INTERNATIONAL JOURNAL OF LITERATURE AND CULTURE","0190-3659","1527-2141","DUKE UNIV PRESS","905 W MAIN ST, STE 18-B, DURHAM, USA, NC, 27701","English","Cultural Studies | Literature"
"BRITAIN AND THE WORLD","2043-8567","2043-8575","EDINBURGH UNIV PRESS","THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ","English","History"
"BRITANNIA","0068-113X","1753-5352","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Archaeology | History"
"BRITISH CATHOLIC HISTORY","2055-7973","2055-7981","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","History | Religion"
"BRITISH JOURNAL FOR THE HISTORY OF PHILOSOPHY","0960-8788","1469-3526","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Philosophy"
"BRITISH JOURNAL FOR THE HISTORY OF SCIENCE","0007-0874","1474-001X","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","History & Philosophy Of Science"
"BRITISH JOURNAL FOR THE PHILOSOPHY OF SCIENCE","0007-0882","1464-3537","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","English","History & Philosophy Of Science"
"BRITISH JOURNAL OF AESTHETICS","0007-0904","1468-2842","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Art | Philosophy"
"BRITISH JOURNAL OF CANADIAN STUDIES","0269-9222","1757-8078","LIVERPOOL UNIV PRESS","4 CAMBRIDGE ST, LIVERPOOL, ENGLAND, L69 7ZU","Multi-Language","Humanities, Multidisciplinary"
"BRITISH JOURNAL OF MIDDLE EASTERN STUDIES","1353-0194","1469-3542","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","History"
"BRITISH JOURNAL OF MUSIC EDUCATION","0265-0517","1469-2104","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Music"
"BRITISH JOURNAL OF RELIGIOUS EDUCATION","0141-6200","1740-7931","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Religion"
"BRONTE STUDIES","1474-8932","1745-8226","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","English","Literature, British Isles"
"BRUNIANA & CAMPANELLIANA","1125-3819","1724-0441","FABRIZIO SERRA EDITORE","VIA SANTA BIBBIANA 28, PISA, Italy, I-56127","Multi-Language","Medieval & Renaissance Studies"
"BUDDHIST STUDIES REVIEW","0265-2897","1747-9681","EQUINOX PUBLISHING LTD","415, THE WORKSTATION, 15 PATERNOSTER ROW, SHEFFIELD, ENGLAND, S1 2BX","English","Religion"
"BUILDINGS & LANDSCAPES-JOURNAL OF THE VERNACULAR ARCHITECTURE FORUM","1936-0886","1934-6832","UNIV MINNESOTA PRESS","MILL PLACE, SUITE 290 111 THIRD AVE S, MINNEAPOLIS, USA, MN, 55401-2520","English","Architecture"
"BULGARIAN HISTORICAL REVIEW-REVUE BULGARE D HISTOIRE","0204-8906","2815-2905","PUBL HOUSE BULGARIAN ACAD SCI","ACADEMICIAN G BONCEV ST, SOFIA, BULGARIA, 1113","Multi-Language","History"
"BULLETIN DE CORRESPONDANCE HELLENIQUE","0007-4217","2241-0104","DIFFUSION DE BOCCARD","11 RUE DE MEDICIS, PARIS, FRANCE, 75006","French","Archaeology"
"BULLETIN HISPANIQUE","0007-4640","","PRESSES UNIV BORDEAUX","UNIV MICHEL MONTAIGNE BORDEAUX, DOMAINE UNIV, PESSAC CEDEX, FRANCE, 33610","Multi-Language","Literature, Romance"
"BULLETIN MONUMENTAL","0007-473X","","SOC FR ARCHEOLOGIE MUSEE MONUMENT FRANCAIS","PALAIS DE CHAILLOT AILE DE PARIS, PARIS, FRANCE, 75016","French","Archaeology | Architecture"
"BULLETIN OF HISPANIC STUDIES","1475-3839","1478-3398","LIVERPOOL UNIV PRESS","4 CAMBRIDGE ST, LIVERPOOL, ENGLAND, L69 7ZU","Multi-Language","Literature, Romance"
"BULLETIN OF SPANISH STUDIES","1475-3820","1478-3428","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN","Multi-Language","Literature, Romance"
"BULLETIN OF THE AMERICAN SOCIETY OF OVERSEAS RESEARCH","2769-3600","2769-3589","UNIV CHICAGO PRESS","1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954","","Archaeology"
"BULLETIN OF THE AMERICAN SOCIETY OF PAPYROLOGISTS","0003-1186","1938-6958","PEETERS","BONDGENOTENLAAN 153, LEUVEN, BELGIUM, B-3000","Multi-Language","Archaeology"
"BULLETIN OF THE COMEDIANTES","0007-5108","1944-0928","AUBURN UNIV","DEPT FOREIGN LANGUAGES, AUBURN, USA, AL, 36849","Multi-Language","Theater"
"BULLETIN OF THE COUNCIL FOR RESEARCH IN MUSIC EDUCATION","0010-9894","2162-7223","UNIV ILLINOIS PRESS","1325 S OAK ST, MC-566, CHAMPAIGN, Usa, IL, 61820-6903","English","Music"
"BULLETIN OF THE HISTORY OF MEDICINE","0007-5140","1086-3176","JOHNS HOPKINS UNIV PRESS","JOURNALS PUBLISHING DIVISION, 2715 NORTH CHARLES ST, BALTIMORE, USA, MD, 21218-4363","English","History & Philosophy Of Science"
"BULLETIN OF THE INSTITUTE OF CLASSICAL STUDIES","0076-0730","2041-5370","OXFORD UNIV PRESS","GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP","English","Classics"
"BULLETIN OF THE INSTITUTE OF HISTORY AND PHILOLOGY ACADEMIA SINICA","1012-4195","","ACAD SINICA-INST HISTORY PHILOLOGY","EDITORIAL COMMITTEE, TAIPEI, TAIWAN, 11529","Multi-Language","History | Asian Studies | Language & Linguistics"
"BULLETIN OF THE SCHOOL OF ORIENTAL AND AFRICAN STUDIES-UNIVERSITY OF LONDON","0041-977X","1474-0699","CAMBRIDGE UNIV PRESS","32 AVENUE OF THE AMERICAS, NEW YORK, USA, NY, 10013-2473","English","Asian Studies"
"BULLETON OF THE JOHN RYLANDS LIBRARY","2054-9318","2054-9326","MANCHESTER UNIV PRESS","ALTRINCHAM ST, FLOOR J, RENOLD BUILDING, MANCHESTER, ENGLAND, M1 7JA","English","Humanities, Multidisciplinary"
"BURLINGTON MAGAZINE","0007-6287","2044-9925","BURLINGTON MAG PUBL LTD","14-16 DUKES RD, LONDON, ENGLAND, WC1H 9AD","English","Art"
"BYU STUDIES QUARTERLY","2167-8472","2167-8480","BRIGHAM YOUNG UNIV","290 LIFE SCIENCE MUSEUM, PROVO, USA, UT, 84602","English","Humanities, Multidisciplinary"
"BYZANTINE AND MODERN GREEK STUDIES","0307-0131","1749-625X","CAMBRIDGE UNIV PRESS","EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU","English","Humanities, Multidisciplinary"
"BYZANTINISCHE ZEITSCHRIFT","0007-7704","1868-9027","WALTER DE GRUYTER GMBH","GENTHINER STRASSE 13, BERLIN, GERMANY, D-10785","Multi-Language","Medieval & Renaissance Studies"
